,name,min_value,restaurant,max_value,mean_value
41,BBQ Chicken Sandwich,710,buffalo-wild-wings,710,710.0
42,Big Jack Daddy Burger,990,buffalo-wild-wings,1260,1125.0
43,Boston Lager Burger,1070,buffalo-wild-wings,1340,1205.0
44,Buffalo Blue Burger,710,buffalo-wild-wings,980,845.0
45,Buffalo Ranch Chicken Sandwich,850,buffalo-wild-wings,850,850.0
46,Buffalo Ranch Chicken Wrap,910,buffalo-wild-wings,910,910.0
47,Cheese Curd Bacon Burger,1370,buffalo-wild-wings,1640,1505.0
48,Cheeseburger,820,buffalo-wild-wings,820,820.0
49,Classic Chicken Wrap,570,buffalo-wild-wings,710,640.0
50,Grilled Chicken Buffalitos,500,buffalo-wild-wings,500,500.0
51,Hamburger,730,buffalo-wild-wings,730,730.0
52,Hickory Pulled Pork Sandwich,1040,buffalo-wild-wings,1040,1040.0
53,Pepper Jack Steak Wrap,1070,buffalo-wild-wings,1070,1070.0
54,Screamin' Nacho Burger,750,buffalo-wild-wings,1020,885.0
55,Southwest Philly Cheesesteak,730,buffalo-wild-wings,730,730.0
56,Southwestern Black Bean Burger,840,buffalo-wild-wings,840,840.0
57,Buffalo Chips Side,290,buffalo-wild-wings,290,290.0
58,Ceasar Side Salad,330,buffalo-wild-wings,330,330.0
59,Cheddar Cheese Curds Side,920,buffalo-wild-wings,920,920.0
60,Chips & Salsa Side,530,buffalo-wild-wings,530,530.0
61,Veggie Slaw,240,buffalo-wild-wings,240,240.0
62,Asian Zing Wings,440,buffalo-wild-wings,1500,970.0
63,Blazin' Wings,420,buffalo-wild-wings,1460,940.0
64,Bourbon Honey Mustard Wings,440,buffalo-wild-wings,1490,965.0
65,Buffalo Wings,365,buffalo-wild-wings,1310,837.5
66,Caribbean Jerk Wings,430,buffalo-wild-wings,1460,945.0
67,Chipotle BBQ Wings,365,buffalo-wild-wings,1310,837.5
68,Desert Heat Wings,365,buffalo-wild-wings,1310,837.5
69,Honey BBQ Wings,430,buffalo-wild-wings,1470,950.0
70,Hot BBQ Wings,395,buffalo-wild-wings,1390,892.5
71,Hot Wings,410,buffalo-wild-wings,1420,915.0
72,Lemon Pepper Wings,365,buffalo-wild-wings,1310,837.5
73,Mango Habanero Wings,440,buffalo-wild-wings,1500,970.0
74,Medium Wings,395,buffalo-wild-wings,1390,892.5
75,Mild Wings,410,buffalo-wild-wings,1430,920.0
76,Parmesan Garlic Wings,490,buffalo-wild-wings,1610,1050.0
77,Salt & Vinegar Wings,365,buffalo-wild-wings,1305,835.0
78,Spicy Garlic Wings,410,buffalo-wild-wings,1420,915.0
79,Sweet BBQ Wings,405,buffalo-wild-wings,1410,907.5
80,Teriyaki Wings,420,buffalo-wild-wings,1460,940.0
81,Thai Curry Wings,500,buffalo-wild-wings,1650,1075.0
82,Wild Wings,410,buffalo-wild-wings,1420,915.0
83,Blue Cheese Dressing,210,buffalo-wild-wings,210,210.0
84,Carrot Sticks,20,buffalo-wild-wings,20,20.0
85,Celery Sticks,15,buffalo-wild-wings,15,15.0
86,Ranch Dressing,240,buffalo-wild-wings,240,240.0
0,Bacon & Cheese Whopper,790,burger-king,790,790.0
1,Bacon Cheeseburger,320,burger-king,320,320.0
2,Bacon King,1150,burger-king,1150,1150.0
3,Bacon King Jr,570,burger-king,570,570.0
4,BBQ Bacon King,1100,burger-king,1100,1100.0
5,BBQ Bacon WHOPPER Sandwich,800,burger-king,800,800.0
6,Cheeseburger,280,burger-king,280,280.0
7,Double Bacon Cheeseburger,400,burger-king,400,400.0
8,Double Cheeseburger,390,burger-king,390,390.0
9,Double Hamburger,360,burger-king,360,360.0
10,Double Quarter Pound King,1140,burger-king,1140,1140.0
11,Double Stacker King,1050,burger-king,1050,1050.0
12,DOUBLE WHOPPER,990,burger-king,1140,1065.0
13,Hamburger,240,burger-king,240,240.0
14,Impossible Whopper,630,burger-king,630,630.0
15,Pretzel Bacon King,920,burger-king,1240,1080.0
16,Pulled Pork King,690,burger-king,690,690.0
17,Quarter Pound King,580,burger-king,580,580.0
18,Rodeo King,1480,burger-king,1480,1480.0
19,Single Stacker King,700,burger-king,700,700.0
20,Triple Stacker King,1370,burger-king,1370,1370.0
21,WHOPPER,660,burger-king,760,710.0
22,WHOPPER JR.,310,burger-king,380,345.0
23,1% Low Fat Chocolate Milk,160,burger-king,160,160.0
24,Barq's Root Beer,220,burger-king,220,220.0
25,Capri Sun® 100% Apple Juice,80,burger-king,80,80.0
26,Cherry Coke,200,burger-king,200,200.0
27,Chocolate Milk Shake,690,burger-king,690,690.0
28,Coca Cola Classic,190,burger-king,190,190.0
29,Coke ICEE,110,burger-king,110,110.0
30,Diet Coke,0,burger-king,0,0.0
31,Dr. Pepper,190,burger-king,190,190.0
32,Fanta Orange,210,burger-king,210,210.0
33,Fat Free Milk,90,burger-king,90,90.0
34,Frosted Frozen Coke,190,burger-king,190,190.0
35,Frosted Frozen Lemonade,180,burger-king,180,180.0
36,Frozen Coke,110,burger-king,110,110.0
37,Frozen Fanta Cherry ICEE,110,burger-king,110,110.0
38,Frozen Lemonade,120,burger-king,120,120.0
39,Frozen SURGE™,80,burger-king,120,100.0
40,Hi-C Fruit Punch,200,burger-king,200,200.0
41,Hot Chocolate,230,burger-king,230,230.0
42,Minute Maid Light Lemonade,10,burger-king,10,10.0
43,Minute Maid Orange Juice,140,burger-king,140,140.0
44,Peach Tea,100,burger-king,100,100.0
45,Scary Black Cherry Frozen Fanta,120,burger-king,120,120.0
46,Sprite,190,burger-king,190,190.0
47,Strawberry Banana Smoothie,310,burger-king,310,310.0
48,Strawberry Milk Shake,610,burger-king,610,610.0
49,Sweet Tea,120,burger-king,120,120.0
50,Tropical Mango Smoothie,330,burger-king,330,330.0
51,Unsweetened Tea,0,burger-king,0,0.0
52,Vanilla Milk Shake,660,burger-king,660,660.0
53,Vault,210,burger-king,210,210.0
54,Chicken Club Salad,610,burger-king,710,660.0
55,Garden Grilled Chicken Salad,320,burger-king,450,385.0
56,Side Garden Salad and Avocado Ranch Dressing,230,burger-king,230,230.0
57,"Bacon, Egg & Cheese Biscuit",470,burger-king,470,470.0
58,Bk Ultimate Breakfast Platter,1450,burger-king,1450,1450.0
59,Breakfast Burrito Jr,370,burger-king,370,370.0
60,"CROISSAN'WICH Bacon, Egg & Cheese",380,burger-king,380,380.0
61,CROISSAN'WICH Egg & Cheese,320,burger-king,320,320.0
62,"CROISSAN'WICH Ham, Egg & Cheese",350,burger-king,350,350.0
63,CROISSAN'WICH Sausage & Cheese,380,burger-king,380,380.0
64,"CROISSAN'WICH Sausage, Egg & Cheese",490,burger-king,490,490.0
65,"DOUBLE CROISSAN'WICH w/ Bacon, Egg, & Cheese",490,burger-king,490,490.0
66,"DOUBLE CROISSAN'WICH w/ Ham, Egg, & Cheese",390,burger-king,390,390.0
67,"DOUBLE CROISSAN'WICH w/ Ham, Sausage, Egg, & Cheese",570,burger-king,570,570.0
68,"DOUBLE CROISSAN'WICH w/ Sausage, Bacon, Egg, & Cheese",570,burger-king,570,570.0
69,"DOUBLE CROISSAN'WICH w/ Sausage, Egg, & Cheese",700,burger-king,700,700.0
70,Egg-normous Burrito,910,burger-king,910,910.0
71,French Toast Sandwich,380,burger-king,510,445.0
72,French Toast Sticks,230,burger-king,380,305.0
73,Fully Loaded Biscuit,610,burger-king,610,610.0
74,Fully Loaded CROISSAN'WICH®,570,burger-king,570,570.0
75,"Ham, Egg, & Cheese Biscuit",420,burger-king,420,420.0
76,Hash Browns,250,burger-king,670,460.0
77,Kids Oatmeal,170,burger-king,170,170.0
78,Maple Waffle Sandwich,550,burger-king,680,615.0
79,Pancake Platter w/ Sausage & 1 oz Breakfast Syrup,670,burger-king,670,670.0
80,Pancakes (3) and 1 oz breakfast syrup,500,burger-king,500,500.0
81,Quaker Oatmeal,140,burger-king,270,205.0
82,"Sausage, Egg, & Cheese Biscuit",570,burger-king,570,570.0
83,BBQ Bacon Crispy Chicken Sandwich,440,burger-king,440,440.0
84,Big Fish Sandwich,510,burger-king,510,510.0
85,BK VEGGIE Burger,390,burger-king,390,390.0
86,Chicken Caesar Sandwich,710,burger-king,830,770.0
87,Chicken Fries,290,burger-king,290,290.0
88,Chicken Nuggets,170,burger-king,860,515.0
89,Chicken Nuggets (10pc),430,burger-king,430,430.0
90,Crispy Chicken Jr.,430,burger-king,430,430.0
91,Crispy Chicken Sandwich,670,burger-king,670,670.0
92,Crispy Taco,170,burger-king,170,170.0
93,Grilled Chicken Sandwich,430,burger-king,430,430.0
94,Original Chicken Club Sandwich,690,burger-king,690,690.0
95,Original Chicken Sandwich,630,burger-king,630,630.0
96,Rodeo Crispy Chicken Sandwich,410,burger-king,410,410.0
97,Spicy Chicken Nuggets,210,burger-king,530,370.0
98,Spicy Crispy Chicken Jr.,410,burger-king,410,410.0
99,Spicy Crispy Chicken Sandwich,700,burger-king,700,700.0
100,BK Caramel Frappe,510,burger-king,510,510.0
101,BK Mocha Frappe,510,burger-king,510,510.0
102,Iced Coffee,160,burger-king,180,170.0
103,Latte,180,burger-king,320,250.0
104,Nonfat Latte,150,burger-king,300,225.0
105,Seattle's Best Coffee® - Decaf,0,burger-king,0,0.0
106,Seattle's Best Coffee® - Regular,0,burger-king,0,0.0
107,Blue Raspberry ICEE,120,burger-king,120,120.0
108,Caramel Ice Cream Sundae,280,burger-king,280,280.0
109,Chocolate Chip Cookie,160,burger-king,160,160.0
110,Chocolate Fudge Ice Cream Sundae,280,burger-king,280,280.0
111,Cinnamon Toast Crunch Shake,780,burger-king,780,780.0
112,Dr Pepper® Shake,330,burger-king,560,445.0
113,Dutch Apple Pie,320,burger-king,320,320.0
114,Froot Loops Shake,720,burger-king,720,720.0
115,Funnel Cake Fries,220,burger-king,220,220.0
116,HERSHEY'S Ice Cream Sundae Pie,300,burger-king,300,300.0
117,Irish Mint Oreo® Shake,430,burger-king,770,600.0
118,Lucky Charms Shake,740,burger-king,740,740.0
119,M&M's Cookie,160,burger-king,160,160.0
120,M&M's Shake,780,burger-king,780,780.0
121,Oreo Peppermint Shake,780,burger-king,780,780.0
122,Oreo Shake,570,burger-king,570,570.0
123,Red Velvet Oreo® Shake,450,burger-king,800,625.0
124,Reese's Peanut Butter Cup Pie,310,burger-king,310,310.0
125,Salted Caramel Shake,720,burger-king,720,720.0
126,Snickers Pie,300,burger-king,300,300.0
127,Soft Serve Ice Cream Cone,160,burger-king,160,160.0
128,Soft Serve Ice Cream Cup,140,burger-king,140,140.0
129,Strawberry Ice Cream Sundae,190,burger-king,190,190.0
130,Twix Pie,370,burger-king,370,370.0
131,Vanilla Twix Shake,780,burger-king,780,780.0
132,American Cheese (slice),45,burger-king,45,45.0
133,Barbecue Dipping Sauce (1 oz),40,burger-king,40,40.0
134,Breakfast Syrup (1 oz),120,burger-king,120,120.0
135,Buffalo Dipping Sauce (1 oz),80,burger-king,80,80.0
136,Dried Fruit Topping,90,burger-king,90,90.0
137,Garlic Parmesan Croutons,60,burger-king,60,60.0
138,Honey Mustard Dipping Sauce (1 oz),90,burger-king,90,90.0
139,Ken's Apple Cider Vinaigrette,210,burger-king,210,210.0
140,Ken's Avocado Ranch Dressing,170,burger-king,170,170.0
141,Ken's Citrus Caesar Dressing,180,burger-king,180,180.0
142,KEN'S Honey Mustard Dressing (2 oz),270,burger-king,270,270.0
143,Ken's Lite Honey Balsamic,120,burger-king,120,120.0
144,Ketchup,10,burger-king,10,10.0
145,Mayonnaise,80,burger-king,80,80.0
146,Pickles (2),0,burger-king,0,0.0
147,Ranch Dipping Sauce (1 oz),140,burger-king,140,140.0
148,Strawberry or Grape Jam (packet),30,burger-king,30,30.0
149,SunGlow Butter blend - 2 pats,70,burger-king,70,70.0
150,Thick cut bacon,70,burger-king,70,70.0
151,Zesty Onion Ring Dipping Sauce (1 oz),150,burger-king,150,150.0
152,BK Fresh Apple Slices,25,burger-king,25,25.0
153,Cheesy Tots,310,burger-king,310,310.0
154,French Fries,220,burger-king,430,325.0
155,Motts' Harvest Plus Applesauce,50,burger-king,50,50.0
156,Mozzarella Sticks,290,burger-king,290,290.0
157,Onion Rings,150,burger-king,500,325.0
0,All-Natural Burger,760,carls-jr,1030,895.0
1,Baby Back Rib Thickburger,940,carls-jr,1140,1040.0
2,Bacon Swiss Crispy Chicken® Sandwich,860,carls-jr,860,860.0
3,Beyond BBQ Cheeseburger,740,carls-jr,740,740.0
4,Beyond Famous Star with Cheese,710,carls-jr,710,710.0
5,BFC Angus Thickburger,1060,carls-jr,1060,1060.0
6,Big Chicken Fillet Sandwich,580,carls-jr,580,580.0
7,Big Hamburger,490,carls-jr,490,490.0
8,Budweiser Beer Cheese Bacon Burger,710,carls-jr,940,825.0
9,Charbroiled Atlantic Cod Fish Sandwich,420,carls-jr,420,420.0
10,Charbroiled BBQ Chicken™ Sandwich,390,carls-jr,390,390.0
11,Charbroiled Chicken Club™ Sandwich,580,carls-jr,580,580.0
12,Charbroiled Santa Fe Chicken™ Sandwich,570,carls-jr,570,570.0
13,Charbroiled Slider,230,carls-jr,350,290.0
14,Double Western Bacon Cheeseburger®,1000,carls-jr,1000,1000.0
15,Famous Star® with Cheese,670,carls-jr,670,670.0
16,Guacamole Bacon Thickburger®,990,carls-jr,1210,1100.0
17,Guacamole Double Cheeseburger,460,carls-jr,460,460.0
18,Jalapeno Double Cheeseburger,580,carls-jr,580,580.0
19,Jalapeno Turkey Burger,490,carls-jr,490,490.0
20,Kid's Cheeseburger,340,carls-jr,340,340.0
21,Kid's Hamburger,280,carls-jr,280,280.0
22,Low Carb Thickburger®,450,carls-jr,670,560.0
23,Original Six Dollar Thickburger®,830,carls-jr,1050,940.0
24,Pastrami Thickburger,670,carls-jr,670,670.0
25,Redhook Beer-battered Cod Fish Sandwich,550,carls-jr,550,550.0
26,Spicy Chicken Sandwich,460,carls-jr,460,460.0
27,Super Bacon Thickburger,960,carls-jr,1180,1070.0
28,Super Star® with Cheese,940,carls-jr,940,940.0
29,Teriyaki Burger™,630,carls-jr,630,630.0
30,Teriyaki Turkey Burger,470,carls-jr,470,470.0
31,The Big Carl®,930,carls-jr,930,930.0
32,Thickburger El Diablo,1050,carls-jr,1270,1160.0
33,Turkey Burger,490,carls-jr,490,490.0
34,Western Bacon Cheeseburger®,740,carls-jr,740,740.0
35,Western Bacon Thickburger®,870,carls-jr,1090,980.0
36,Bacon & Egg Burrito,500,carls-jr,500,500.0
37,"Bacon, Egg & Cheese Biscuit",440,carls-jr,440,440.0
38,Big Country® Breakfast Burrito,690,carls-jr,690,690.0
39,Biscuit 'N' Gravy™,450,carls-jr,450,450.0
40,Breakfast Burger™,790,carls-jr,790,790.0
41,Chorizo & Egg Biscuit,550,carls-jr,550,550.0
42,Chorizo & Egg Burrito,780,carls-jr,780,780.0
43,Froot Loops Mini Donuts,320,carls-jr,320,320.0
44,Grilled Cheese Breakfast Sandwich,490,carls-jr,640,565.0
45,Hash Brown Nuggets,350,carls-jr,560,455.0
46,Loaded Breakfast Burrito,730,carls-jr,730,730.0
47,Made From Scratch Biscuit™,290,carls-jr,290,290.0
48,Monster Biscuit®,730,carls-jr,730,730.0
49,"Sausage, Egg & Cheese Biscuit",580,carls-jr,580,580.0
50,Steak & Egg Burrito,580,carls-jr,580,580.0
51,Chicken Stars™,170,carls-jr,390,280.0
52,Hand-Breaded Chicken Tenders™,260,carls-jr,440,350.0
53,Kid's Hand-Breaded Chicken Tenders™ (2 pieces),180,carls-jr,180,180.0
54,Chocolate Cake,300,carls-jr,300,300.0
55,Chocolate Chip Cookies (2),240,carls-jr,240,240.0
56,Jolly Rancher Milkshake,810,carls-jr,810,810.0
57,Strawberry Swirl Cheesecake,290,carls-jr,290,290.0
58,Barq's Root Beer,280,carls-jr,280,280.0
59,Cherry Coke,260,carls-jr,260,260.0
60,Coca Cola,250,carls-jr,250,250.0
61,Coffee,10,carls-jr,10,10.0
62,Coke de Mexico,150,carls-jr,150,150.0
63,Coke Zero,0,carls-jr,0,0.0
64,Decaffeinated Coffee,10,carls-jr,10,10.0
65,Diet Coke,0,carls-jr,0,0.0
66,Diet Dr Pepper,0,carls-jr,0,0.0
67,Dr Pepper,230,carls-jr,230,230.0
68,Fanta Orange,280,carls-jr,280,280.0
69,Fanta Strawberry,280,carls-jr,280,280.0
70,Fuze Raspberry Tea,150,carls-jr,150,150.0
71,Gold Peak Iced Tea,10,carls-jr,10,10.0
72,HI-C Flashin Fruit Punch,260,carls-jr,260,260.0
73,Minute Maid Light Lemonade,10,carls-jr,10,10.0
74,Powerade Mountain Blast,140,carls-jr,140,140.0
75,Sprite,240,carls-jr,240,240.0
76,Chocolate Malt,760,carls-jr,760,760.0
77,Chocolate Shake,690,carls-jr,690,690.0
78,OREO® Cookie Malt,790,carls-jr,790,790.0
79,OREO® Cookie Shake,720,carls-jr,720,720.0
80,Strawberry Malt,760,carls-jr,760,760.0
81,Strawberry Shake,690,carls-jr,690,690.0
82,Vanilla Malt,770,carls-jr,770,770.0
83,Vanilla Shake,700,carls-jr,700,700.0
84,Blue Cheese Dressing,320,carls-jr,320,320.0
85,Buttermilk Ranch Dipping Sauce,200,carls-jr,200,200.0
86,Honey Mustard Dipping Sauce,180,carls-jr,180,180.0
87,House Dressing,220,carls-jr,220,220.0
88,Low Fat Balsamic Vinaigrette Dressing,35,carls-jr,35,35.0
89,Sweet & Bold BBQ Dipping Sauce,70,carls-jr,70,70.0
90,Charbroiled Chicken Salad,320,carls-jr,320,320.0
91,CrissCut® Fries,450,carls-jr,450,450.0
92,Fried Zucchini,330,carls-jr,330,330.0
93,Jalapeno Poppers®,370,carls-jr,370,370.0
94,Natural-Cut Fries,240,carls-jr,460,350.0
95,Onion Rings,530,carls-jr,530,530.0
96,Side Salad,120,carls-jr,120,120.0
0,Chick-n-Slider,270,chick-fil-a,270,270.0
1,Chick-n-Strips,120,chick-fil-a,470,295.0
2,Chicken Deluxe Sandwich,500,chick-fil-a,500,500.0
3,Chicken Nuggets,130,chick-fil-a,970,550.0
4,Chicken Sandwich,440,chick-fil-a,440,440.0
5,Deluxe Fish Sandwich,430,chick-fil-a,430,430.0
6,Fish Sandwich,370,chick-fil-a,370,370.0
7,Fish Strips,190,chick-fil-a,280,235.0
8,Grilled Chicken Club Sandwich,430,chick-fil-a,430,430.0
9,Grilled Chicken Nuggets,70,chick-fil-a,210,140.0
10,Grilled Chicken Sandwich,310,chick-fil-a,310,310.0
11,Grilled Chicken Sub Sandwich,430,chick-fil-a,450,440.0
12,Smokehouse BBQ Bacon Sandwich,490,chick-fil-a,490,490.0
13,Spicy Chicken Sandwich,450,chick-fil-a,450,450.0
14,Spicy Deluxe,540,chick-fil-a,540,540.0
15,Blackberry Blossom Tea Lemonade,150,chick-fil-a,200,175.0
16,Coca-Cola Classic (small),120,chick-fil-a,120,120.0
17,Coffee,5,chick-fil-a,5,5.0
18,Diet Coke,0,chick-fil-a,0,0.0
19,Diet Lemonade (small),15,chick-fil-a,15,15.0
20,Diet White Peach Tea Lemonade,90,chick-fil-a,120,105.0
21,Dr Pepper,130,chick-fil-a,130,130.0
22,Frosted Lemonade,250,chick-fil-a,400,325.0
23,Iced Coffee,150,chick-fil-a,180,165.0
24,Lemonade (small),170,chick-fil-a,170,170.0
25,Mango Passion Tea Lemonade,150,chick-fil-a,190,170.0
26,Minute Maid Apple Juice Box,90,chick-fil-a,90,90.0
27,Mocha Cream Cold Brew,300,chick-fil-a,390,345.0
28,Simply Orange Juice,160,chick-fil-a,160,160.0
29,Sprite,130,chick-fil-a,260,195.0
30,Sweet Tea (small),90,chick-fil-a,90,90.0
31,Unsweetened Iced Tea,0,chick-fil-a,0,0.0
32,Vanilla Iced Coffee,160,chick-fil-a,200,180.0
33,Watermelon Mint Lemonade,210,chick-fil-a,210,210.0
34,Watermelon Mint Tea,90,chick-fil-a,90,90.0
35,White Peach Tea Lemonade,150,chick-fil-a,200,175.0
36,"Bacon, Egg & Cheese Biscuit",500,chick-fil-a,500,500.0
37,Chick-n-Minis,280,chick-fil-a,870,575.0
38,Chicken Biscuit,440,chick-fil-a,440,440.0
39,"Chicken, Egg & Cheese Bagel",460,chick-fil-a,460,460.0
40,Egg & Cheese English Muffin,310,chick-fil-a,550,430.0
41,Egg White Grill,300,chick-fil-a,300,300.0
42,Hash Brown Scramble Bowl,400,chick-fil-a,450,425.0
43,Hash Brown Scramble Burrito,400,chick-fil-a,540,470.0
44,Hash Browns,250,chick-fil-a,250,250.0
45,Hot Buttered Biscuit,310,chick-fil-a,310,310.0
46,Sausage Egg and Cheese Biscuit,670,chick-fil-a,670,670.0
47,Spicy Chicken Biscuit,450,chick-fil-a,450,450.0
48,Sunflower Multigrain Bagel,220,chick-fil-a,220,220.0
49,Yogurt Parfait w/ Cookie Cumbs,240,chick-fil-a,240,240.0
50,Yogurt Parfait with Harvest Nut Granola,270,chick-fil-a,270,270.0
51,Grilled Chicken Cool Wrap,350,chick-fil-a,350,350.0
52,Chocolate Chunk Cookie,350,chick-fil-a,350,350.0
53,Chocolate Milkshake,580,chick-fil-a,740,660.0
54,Cookies & Cream Milkshake,610,chick-fil-a,780,695.0
55,Frosted Coffee,240,chick-fil-a,300,270.0
56,Icedream Ice Cream,120,chick-fil-a,290,205.0
57,Peach Milkshake,660,chick-fil-a,850,755.0
58,Peppermint Chocolate Chip Milkshake,660,chick-fil-a,910,785.0
59,Strawberry Milkshake,610,chick-fil-a,780,695.0
60,Vanilla Milkshake,520,chick-fil-a,640,580.0
61,Buddy Fruits Cinnamon Apple Sauce,60,chick-fil-a,60,60.0
62,Chick-n-Strips Kid's Meal,120,chick-fil-a,240,180.0
63,Chocolate Milk,150,chick-fil-a,150,150.0
64,Grilled Nuggets Kid's Meal (4),70,chick-fil-a,100,85.0
65,Kids Fruit Cup,45,chick-fil-a,45,45.0
66,Kids Waffle Potato Fries,310,chick-fil-a,310,310.0
67,Milk,90,chick-fil-a,90,90.0
68,Nuggets Kid's Meal,130,chick-fil-a,200,165.0
69,Chicken Enchiladas Meal Kit,860,chick-fil-a,860,860.0
70,Chicken Parmesan Meal Kit,720,chick-fil-a,720,720.0
71,Cobb Salad,250,chick-fil-a,600,425.0
72,Market Salad,210,chick-fil-a,560,385.0
73,Spicy Southwest Salad,340,chick-fil-a,690,515.0
74,Barbecue Sauce,45,chick-fil-a,45,45.0
75,Chick-fil-A Sauce,140,chick-fil-a,140,140.0
76,Garden Herb Ranch Sauce,140,chick-fil-a,140,140.0
77,Honey Mustard Sauce,45,chick-fil-a,45,45.0
78,Honey Roasted BBQ Sauce,60,chick-fil-a,60,60.0
79,Polynesian Sauce,110,chick-fil-a,110,110.0
80,Sriracha Sauce,45,chick-fil-a,45,45.0
81,Zesty Buffalo Sauce,25,chick-fil-a,25,25.0
82,Chicken Noodle Soup,130,chick-fil-a,240,185.0
83,Fruit Cup,45,chick-fil-a,70,57.5
84,Kale Crunch Side,120,chick-fil-a,120,120.0
85,Mac & Cheese,260,chick-fil-a,440,350.0
86,Side Salad,160,chick-fil-a,160,160.0
87,Waffle Fries,280,chick-fil-a,460,370.0
88,Waffle Potato Chips,220,chick-fil-a,220,220.0
0,Barbacoa Burrito,460,chipotle,460,460.0
1,Carnitas Burrito,480,chipotle,480,480.0
2,Chicken Burrito,480,chipotle,480,480.0
3,Sofritas Burrito,445,chipotle,445,445.0
4,Steak Burrito,480,chipotle,480,480.0
5,Patron Margarita,240,chipotle,240,240.0
6,Sauza Margarita,230,chipotle,230,230.0
7,Barbacoa Burrito Bowl,170,chipotle,170,170.0
8,Carnitas Burrito Bowl,190,chipotle,190,190.0
9,Chicken Burrito Bowl,190,chipotle,190,190.0
10,Sofritas Burrito Bowl,145,chipotle,145,145.0
11,Steak Burrito Bowl,190,chipotle,190,190.0
12,Black Beans,120,chipotle,120,120.0
13,Brown Rice,160,chipotle,160,160.0
14,Cheese,100,chipotle,100,100.0
15,Corn Salsa,80,chipotle,80,80.0
16,Fajita Veggies,20,chipotle,20,20.0
17,Green Tomatillo Salsa,15,chipotle,15,15.0
18,Guacamole,150,chipotle,150,150.0
19,Lettuce,10,chipotle,10,10.0
20,Pinto Beans,120,chipotle,120,120.0
21,Queso,120,chipotle,120,120.0
22,Red Tomatillo Salsa,40,chipotle,40,40.0
23,Sour Cream,120,chipotle,120,120.0
24,Supergreens,15,chipotle,15,15.0
25,Tomato Salsa,20,chipotle,20,20.0
26,Vinaigrette Dressing,260,chipotle,260,260.0
27,White Rice,170,chipotle,170,170.0
28,Double Protein Salad Bowl,820,chipotle,820,820.0
29,Keto Salad Bowl,585,chipotle,585,585.0
30,Paleo Salad Bowl,435,chipotle,435,435.0
31,Whole30 Salad Bowl,490,chipotle,490,490.0
32,Salad w/ Barbacoa,180,chipotle,180,180.0
33,Salad w/ Carnitas,200,chipotle,200,200.0
34,Salad w/ Chicken,200,chipotle,200,200.0
35,Salad w/ Sofritas,155,chipotle,155,155.0
36,Salad w/ Steak,200,chipotle,200,200.0
